UserID,Game,Hours
23225650,Lara Croft and the Guardian of Light,0.6
23225650,The Book of Unwritten Tales,0.6
23225650,Dota 2,0.5
23225650,Fuse,0.4
23225650,Nosgoth,0.2
23225650,Source Filmmaker,0.2
23492094,Dota 2,3038.0
23492094,Counter-Strike Global Offensive,1085.0
23492094,Counter-Strike Source,466.0
23492094,Counter-Strike,439.0
23492094,Call of Duty Black Ops II - Multiplayer,38.0
23492094,Saints Row The Third,35.0
23492094,PAYDAY 2,35.0
23492094,Sleeping Dogs,28.0
23492094,LYNE,17.8
23492094,Call of Duty Black Ops II,17.5
23492094,Arctic Combat,17.2
23492094,L.A. Noire,16.7
23492094,Sid Meier's Civilization V,16.6
23492094,The Sims(TM) 3,16.1
23492094,Call of Duty Modern Warfare 3 - Multiplayer,15.0
23492094,Tomb Raider,10.4
23492094,BioShock Infinite,8.5
23492094,Garry's Mod,8.2
23492094,Portal 2,6.4
23492094,Hitman Absolution,3.3
23492094,Team Fortress 2,3.2
23492094,The Binding of Isaac,2.9
23492094,Super Meat Boy,2.4
23492094,Sniper Elite V2,2.3
23492094,Half-Life 2,2.1
23492094,DiggerOnline,1.7
23492094,LIMBO,1.7
23492094,Amnesia The Dark Descent,1.6
23492094,Hell Yeah!,1.4
23492094,Magic Duels,1.2
23492094,Binary Domain,1.1
23492094,Call of Duty Ghosts,1.1
23492094,Counter-Strike Condition Zero,1.0
23492094,Sakura Clicker,0.8
23492094,Dead Island,0.7
23492094,Portal,0.7
23492094,Alice Madness Returns,0.7
23492094,Psychonauts,0.5
23492094,Metro 2033,0.4
23492094,Magicka Wizard Wars,0.4
23492094,The Incredible Adventures of Van Helsing,0.4
23492094,Call of Duty Modern Warfare 3,0.4
23492094,Reus,0.2
23492094,Darksiders II,0.1
23492094,Assassin's Creed Brotherhood,0.1
23608098,Call of Duty Modern Warfare 3 - Multiplayer,176.0
23608098,Call of Duty Modern Warfare 2 - Multiplayer,136.0
23608098,Counter-Strike Source,115.0
23608098,Assassin's Creed II,75.0
23608098,Call of Duty Modern Warfare 3,54.0
23608098,Mafia II,54.0
23608098,Call of Duty Ghosts - Multiplayer,48.0
23608098,War Thunder,42.0
23608098,Tomb Raider,39.0
23608098,Portal 2,35.0
23608098,Call of Duty Modern Warfare 2,34.0
23608098,The Lord of the Rings Online,26.0
23608098,Call of Duty Advanced Warfare,24.0
23608098,Age of Empires II HD Edition,23.0
23608098,Age of Mythology Extended Edition,19.0
23608098,Call of Duty Ghosts,17.8
23608098,Unreal Tournament 3 Black Edition,13.2
23608098,Counter-Strike Condition Zero,12.5
23608098,Call of Duty Black Ops,12.4
23608098,Call of Duty Black Ops II,10.1
23608098,Call of Duty Black Ops - Multiplayer,4.2
23608098,Garry's Mod,3.0
23608098,Ricochet,2.0
23608098,Team Fortress 2,1.5
23608098,Worms Ultimate Mayhem,1.1
23608098,Counter-Strike,1.0
23608098,LEGO MARVEL Super Heroes,0.2
23608098,Call of Duty Black Ops II - Multiplayer,0.1
23717586,Battlefield Bad Company 2,1022.0
23717586,Max Payne 3,246.0
23717586,The Elder Scrolls V Skyrim,193.0
23717586,Grand Theft Auto IV,154.0
23717586,Fallout New Vegas,97.0
23717586,Sid Meier's Civilization V,89.0
23717586,Saints Row IV,53.0
23717586,Dishonored,47.0
23717586,Portal 2,42.0
23717586,From The Depths,42.0
23717586,Counter-Strike Source,41.0
23717586,Mirror's Edge,36.0
23717586,Half-Life 2,36.0
23717586,L.A. Noire,30.0
23717586,Saints Row The Third,30.0
23717586,Sleeping Dogs,30.0
23717586,Grand Theft Auto Episodes from Liberty City,21.0
23717586,Max Payne,19.6
23717586,Call of Duty Black Ops - Multiplayer,17.8
23717586,FTL Faster Than Light,14.6
23717586,Max Payne 2 The Fall of Max Payne,11.7
23717586,Call of Duty Black Ops,11.5
23717586,Medal of Honor(TM) Single Player,11.2
23717586,Shattered Horizon,10.6
23717586,Half-Life 2 Episode One,10.3
23717586,Portal,10.1
23717586,Half-Life 2 Episode Two,10.0
23717586,Sniper Elite 3,9.4
23717586,Team Fortress 2,9.3
23717586,Tom Clancy's Splinter Cell Conviction,8.3
23717586,Life Is Strange,5.5
23717586,TIS-100,4.7
23717586,Universe Sandbox,4.3
23717586,I Am Alive,1.9
23717586,The Stanley Parable,1.9
23717586,BioShock,1.7
23717586,Deus Ex Game of the Year Edition,1.2
23717586,Far Cry 2,1.1
23717586,Medal of Honor(TM) Multiplayer,1.0
23717586,Half-Life 2 Lost Coast,0.9
23717586,Half-Life 2 Deathmatch,0.9
23717586,Deus Ex Human Revolution,0.9
23717586,Thief Gold,0.5
23717586,Democracy 3,0.4
23717586,Cities Skylines,0.3
23717586,Antichamber,0.3
24011187,Counter-Strike Global Offensive,356.0
24011187,Counter-Strike Source,34.0
24011187,The Walking Dead,13.0
24011187,Call of Duty Black Ops III,12.4
24011187,Grand Theft Auto V,9.7
24011187,The Elder Scrolls V Skyrim,7.9
24011187,The Witcher 3 Wild Hunt,7.1
24011187,Middle-earth Shadow of Mordor,6.9
24011187,Call of Duty Advanced Warfare - Multiplayer,4.0
24011187,Portal,4.0
24011187,Call of Duty Modern Warfare 2 - Multiplayer,4.0
24011187,DayZ,3.3
24011187,Resident Evil Revelations / Biohazard Revelations,3.1
24011187,Fallout 3 - Game of the Year Edition,2.6
24011187,The Sims(TM) 3,2.3
24011187,Portal 2,1.7
24011187,Alien Isolation,1.6
24011187,Dying Light,1.6
24011187,PAYDAY 2,1.1
24011187,The Walking Dead Season Two,0.7
24011187,Resident Evil / biohazard HD REMASTER,0.4
24011187,PlanetSide 2,0.3
24204083,Call of Duty Modern Warfare 2 - Multiplayer,740.0
24204083,Call of Duty Black Ops - Multiplayer,248.0
24204083,Battlefield Bad Company 2,133.0
24204083,Counter-Strike Source,49.0
24204083,BRINK,17.6
24204083,Team Fortress 2,6.5
24204083,Counter-Strike Global Offensive,5.0
24204083,Call of Duty Modern Warfare 2,4.0
24204083,Garry's Mod,3.4
24204083,Call of Duty Black Ops,2.7
24204083,Half-Life 2 Deathmatch,1.8
24366790,The Elder Scrolls V Skyrim,569.0
24366790,ARK Survival Evolved,349.0
24366790,Team Fortress 2,215.0
24366790,RIFT,190.0
24366790,Empire Total War,162.0
24366790,Mount & Blade Warband,146.0
24366790,Prison Architect,122.0
24366790,Total War ROME II - Emperor Edition,114.0
24366790,Sid Meier's Civilization V,92.0
24366790,Robocraft,78.0
24366790,Cities Skylines,57.0
24366790,Unturned,48.0
24366790,RollerCoaster Tycoon 3 Platinum!,35.0
24366790,Company of Heroes (New Steam Version),20.0
24366790,Banished,17.2
24366790,South Park The Stick of Truth,15.6
24366790,Arma 3,11.3
24366790,Tropico 3 Absolute Power,11.0
24366790,Day of Defeat Source,7.1
24366790,Company of Heroes 2,6.9
24366790,"Warhammer 40,000 Dawn of War II",5.6
24366790,Left 4 Dead 2,5.5
24366790,Dirty Bomb,4.2
24366790,Counter-Strike Source,3.0
24366790,Left 4 Dead,2.9
24366790,Garry's Mod,0.4
24366790,STAR WARS Knights of the Old Republic II The Sith Lords,0.4
24469287,Fallout 4,119.0
24469287,Sins of a Solar Empire Rebellion,113.0
24469287,The Witcher 3 Wild Hunt,105.0
24469287,XCOM Enemy Unknown,94.0
24469287,Dark Souls Prepare to Die Edition,88.0
24469287,Fallout New Vegas,72.0
24469287,METAL GEAR SOLID V THE PHANTOM PAIN,54.0
24469287,Endless Space,50.0
24469287,StarDrive,49.0
24469287,Endless Legend,49.0
24469287,LIGHTNING RETURNS FINAL FANTASY XIII,40.0
24469287,Sid Meier's Civilization V,38.0
24469287,Darksiders II,36.0
24469287,FINAL FANTASY XIII,34.0
24469287,Grand Theft Auto V,34.0
24469287,BioShock Infinite,33.0
24469287,Borderlands 2,31.0
24469287,The Witcher 2 Assassins of Kings Enhanced Edition,31.0
24469287,DARK SOULS II,31.0
24469287,Middle-earth Shadow of Mordor,30.0
24469287,Terraria,29.0
24469287,StarDrive 2,28.0
24469287,Divinity Original Sin,27.0
24469287,The Elder Scrolls V Skyrim,26.0
24469287,The Talos Principle,25.0
24469287,Mad Max,25.0
24469287,Eador. Masters of the Broken World,23.0
24469287,Saints Row IV,22.0
24469287,Dishonored,21.0
24469287,FTL Faster Than Light,20.0
24469287,Saints Row The Third,20.0
24469287,Sleeping Dogs,19.8
24469287,Magic The Gathering  Duels of the Planeswalkers 2012,19.2
24469287,Starbound,18.9
24469287,Shadowrun Returns,18.8
24469287,Satellite Reign,17.5
24469287,Sid Meier's Civilization Beyond Earth,17.3
24469287,Supreme Commander 2,17.3
24469287,King Arthur Collection,17.2
24469287,Darksiders,17.2
24469287,Deus Ex Human Revolution,16.2
24469287,Just Cause 3,15.9
24469287,Xenonauts,15.6
24469287,Homeworld Remastered Collection,15.0
24469287,Age of Wonders III,14.8
24469287,Axiom Verge,14.6
24469287,Space Pirates and Zombies,14.5
24469287,Castlevania Lords of Shadow 2,14.2
24469287,Broken Age,13.9
24469287,Tropico 4,13.4
24469287,RAGE,13.3
24469287,Binary Domain,12.6
24469287,The Banner Saga,12.4
24469287,Warframe,12.2
24469287,Lords Of The Fallen,11.0
24469287,The Bureau XCOM Declassified,10.9
24469287,Defender's Quest Valley of the Forgotten,10.4
24469287,Planetary Annihilation TITANS,10.3
24469287,Mars War Logs,10.1
24469287,Wolfenstein The New Order,10.0
24469287,Warlock 2 the Exiled,9.4
24469287,Total War ROME II - Emperor Edition,9.4
24469287,Torchlight II,9.4
24469287,Dragon Age Origins - Ultimate Edition,9.4
24469287,Warlock - Master of the Arcane,9.3
24469287,Batman Arkham Asylum GOTY Edition,9.3
24469287,Hitman Absolution,9.1
24469287,Eufloria,9.1
24469287,Spelunky,8.9
24469287,Game of Thrones ,8.9
24469287,Red Faction Guerrilla Steam Edition,8.3
24469287,Assassin's Creed Revelations,8.2
24469287,Portal 2,8.0
24469287,Magicka,8.0
24469287,Nom Nom Galaxy,8.0
24469287,Zeno Clash 2,7.9
24469287,Ori and the Blind Forest,7.9
24469287,Fallen Enchantress Legendary Heroes,7.9
24469287,Gratuitous Space Battles,7.8
24469287,Holy Potatoes! A Weapon Shop?!,7.7
24469287,Max Payne 3,7.6
24469287,"Warhammer 40,000 Space Marine",7.0
24469287,Metro Last Light,7.0
24469287,Total War SHOGUN 2,6.9
24469287,Dust An Elysian Tail,6.8
24469287,Castlevania Lords of Shadow - Ultimate Edition,6.8
24469287,Orcs Must Die!,6.7
24469287,Spore,6.6
24469287,Planetary Annihilation,6.4
24469287,Injustice Gods Among Us Ultimate Edition,6.3
24469287,Her Story,6.3
24469287,Hammerwatch,6.0
24469287,Finn and Jake's Epic Quest,6.0
24469287,The Swapper,6.0
24469287,The Cave,6.0
24469287,Universe Sandbox,5.9
24469287,Rebel Galaxy,5.6
24469287,Legend of Grimrock,5.5
24469287,Sword of the Stars The Pit,5.4
24469287,Iron Brigade,5.4
24469287,The Magic Circle,5.2
24469287,Borderlands,5.1
24469287,Infested Planet,5.1
24469287,Insanely Twisted Shadow Planet,5.0
24469287,Impire,4.9
24469287,Little Inferno,4.9
24469287,Unepic,4.9
24469287,Lichdom Battlemage,4.8
24469287,Reus,4.7
24469287,Crusader Kings II,4.7
24469287,Rome Total War,4.7
24469287,Divinity Dragon Commander,4.6
24469287,Rogue Legacy,4.6
24469287,Sang-Froid - Tales of Werewolves,4.6
24469287,Bastion,4.6
24469287,Dead Island,4.5
24469287,Hand Of Fate,4.5
24469287,"Warhammer 40,000 Dawn of War II - Chaos Rising",4.5
24469287,War for the Overworld,4.5
24469287,Sorcerer King,4.4
24469287,DmC Devil May Cry,4.4
24469287,3DMark,4.3
24469287,Two Worlds II,4.3
24469287,Orcs Must Die! 2,4.3
24469287,Cradle,4.2
24469287,Magic 2014 ,4.2
24469287,Hell Yeah!,4.2
24469287,Shovel Knight,4.1
24469287,MASSIVE CHALICE,4.1
24469287,The Stanley Parable,4.1
24469287,Darkest Dungeon,4.1
24469287,The Last Federation,3.9
24469287,Might & Magic Heroes VI,3.9
24469287,Solar 2,3.8
24469287,Risk of Rain,3.7
24469287,Don't Starve,3.7
24469287,Just Cause 2,3.7
24469287,Trine 2,3.7
24469287,FINAL FANTASY VIII,3.6
24469287,DEFCON,3.6
24469287,The Walking Dead,3.5
24469287,Spec Ops The Line,3.4
24469287,Toy Soldiers War Chest,3.3
24469287,Hard Reset,3.2
24469287,Alice Madness Returns,3.2
24469287,Galactic Civilizations II Ultimate Edition,3.2
24469287,Guacamelee! Gold Edition,3.2
24469287,Antichamber,3.0
24469287,Darwinia,3.0
24469287,Transistor,3.0
24469287,Ys The Oath in Felghana,2.9
24469287,Pillars of Eternity,2.9
24469287,Evolve,2.9
24469287,Brothers - A Tale of Two Sons,2.9
24469287,Costume Quest,2.8
24469287,CastleStorm,2.8
24469287,Halfway,2.8
24469287,Cave Story+,2.7
24469287,Bound By Flame,2.6
24469287,Child of Light,2.6
24469287,Left 4 Dead,2.4
24469287,Dungeon of the Endless,2.4
24469287,Kingdoms of Amalur Reckoning,2.4
24469287,Gunpoint,2.3
24469287,Medieval II Total War,2.3
24469287,"Warhammer 40,000 Dawn of War II  Retribution",2.3
24469287,Dota 2,2.2
24469287,Big Pharma,2.2
24469287,Mortal Kombat Komplete Edition,2.2
24469287,King Arthur II - The Role-playing Wargame,2.1
24469287,Gods Will Be Watching,2.1
24469287,AdVenture Capitalist,2.1
24469287,Deus Ex Human Revolution - The Missing Link,2.0
24469287,Starpoint Gemini 2,2.0
24469287,The Binding of Isaac,2.0
24469287,PixelJunk Shooter,2.0
24469287,Quantum Conundrum,2.0
24469287,Salvation Prophecy,1.9
24469287,VoidExpanse,1.9
24469287,"Invisible, Inc.",1.9
24469287,Nihilumbra,1.8
24469287,X-COM UFO Defense,1.8
24469287,Sunless Sea,1.8
24469287,SteamWorld Dig,1.7
24469287,Cannon Brawl,1.6
24469287,DARK SOULS II Scholar of the First Sin,1.6
24469287,Age of Empires II HD Edition,1.6
24469287,Time Clickers,1.5
24469287,Knights of Pen and Paper +1,1.5
24469287,METAL GEAR SOLID V GROUND ZEROES,1.5
24469287,Call of Juarez Gunslinger,1.5
24469287,Ziggurat,1.5
24469287,Red Faction Armageddon,1.5
24469287,Far Cry 2,1.3
24469287,Long Live The Queen,1.3
24469287,Evoland,1.3
24469287,Spacebase DF-9,1.3
24469287,Mercenary Kings,1.3
24469287,Galactic Civilizations III,1.2
24469287,Cities Skylines,1.2
24469287,Need for Speed Hot Pursuit,1.2
24469287,Meridian New World,1.2
24469287,State of Decay,1.2
24469287,Nuclear Throne,1.1
24469287,Game Dev Tycoon,1.1
24469287,Cryostasis,1.1
24469287,Omerta - City of Gangsters,1.1
24469287,Kung Fu Strike The Warrior's Rise,1.1
24469287,Kingdom Wars,1.0
24469287,Banished,1.0
24469287,Sol Survivor,1.0
24469287,Far Cry 3 Blood Dragon,1.0
24469287,Deadlight,1.0
24469287,Garry's Mod,0.9
24469287,ARK Survival Evolved,0.9
24469287,LEGO The Lord of the Rings,0.9
24469287,The Long Dark,0.9
24469287,Mark of the Ninja,0.9
24469287,Volgarr the Viking,0.9
24469287,Command and Conquer 4 Tiberian Twilight,0.8
24469287,Betrayer,0.8
24469287,La-Mulana,0.8
24469287,Anodyne,0.8
24469287,"Warhammer 40,000 Dawn of War II",0.8
24469287,Alpha Protocol,0.8
24469287,Revenge of the Titans,0.8
24469287,Command and Conquer Red Alert 3 - Uprising,0.7
24469287,Surgeon Simulator,0.7
24469287,Tiny and Big Grandpa's Leftovers,0.7
24469287,Mushroom 11,0.7
24469287,Hotline Miami,0.7
24469287,Awesomenauts,0.7
24469287,The Fall,0.7
24469287,Legend of Dungeon,0.7
24469287,The Darkness II,0.7
24469287,Besiege,0.6
24469287,Batman Arkham City GOTY,0.6
24469287,Star Wars Empire at War Gold,0.6
24469287,RONIN,0.6
24469287,Rochard,0.6
24469287,Life Is Strange,0.6
24469287,Left 4 Dead 2,0.6
24469287,Grow Home,0.6
24469287,Call of Juarez Bound in Blood,0.5
24469287,Dear Esther,0.5
24469287,Out There  Edition,0.5
24469287,The Incredible Adventures of Van Helsing,0.5
24469287,King's Bounty Crossworlds,0.5
24469287,Unstoppable Gorg,0.5
24469287,The Universim,0.5
24469287,Clicker Heroes,0.5
24469287,Valdis Story Abyssal City,0.4
24469287,X-COM Apocalypse,0.4
24469287,Metro 2033,0.4
24469287,Greed Corp,0.4
24469287,X3 Terran Conflict,0.4
24469287,Thomas Was Alone,0.4
24469287,GALAK-Z,0.4
24469287,Ultratron,0.4
24469287,Vessel,0.3
24469287,Reprisal Universe,0.3
24469287,Angry Video Game Nerd Adventures,0.3
24469287,Interplanetary,0.3
24469287,Eufloria HD,0.3
24469287,Kentucky Route Zero,0.3
24469287,Sniper Elite Nazi Zombie Army,0.3
24469287,Capsized,0.3
24469287,SpaceChem,0.3
24469287,Super Time Force Ultra,0.3
24469287,Mountain,0.3
24469287,Droid Assault,0.2
24469287,Reassembly,0.2
24469287,Titan Quest,0.2
24469287,Tales from Space Mutant Blobs Attack,0.2
24469287,Halo Spartan Assault,0.2
24469287,X-COM Terror from the Deep,0.2
24469287,Just Cause 2 Multiplayer Mod,0.2
24469287,Wizorb,0.2
24469287,Gateways,0.2
24469287,Retro City Rampage DX,0.2
24469287,Dustforce,0.2
24469287,Jamestown,0.2
24469287,Proteus,0.1
24469287,Titan Attacks,0.1
24632218,Team Fortress 2,209.0
24632218,Dark Souls Prepare to Die Edition,134.0
24632218,Left 4 Dead 2,115.0
24632218,DARK SOULS II,92.0
24632218,METAL GEAR SOLID V THE PHANTOM PAIN,84.0
24632218,Borderlands 2,78.0
24632218,Dishonored,72.0
24632218,Deus Ex Game of the Year Edition,68.0
24632218,BioShock Infinite,67.0
24632218,Starbound,56.0
24632218,Assassin's Creed III,55.0
24632218,Terraria,53.0
24632218,Jade Empire Special Edition,51.0
24632218,Fallout New Vegas,47.0
24632218,Garry's Mod,44.0
24632218,Watch_Dogs,42.0
24632218,Sid Meier's Civilization V,41.0
24632218,Deus Ex Human Revolution,39.0
24632218,Batman Arkham City GOTY,37.0
24632218,Tropico 4,36.0
24632218,Dungeons of Dredmor,36.0
24632218,Star Wars Knights of the Old Republic,35.0
24632218,XCOM Enemy Unknown,35.0
24632218,Call of Duty 4 Modern Warfare,33.0
24632218,Saints Row The Third,32.0
24632218,The Witcher 2 Assassins of Kings Enhanced Edition,32.0
24632218,Uplink,31.0
24632218,Fallout 3,31.0
24632218,Sleeping Dogs,31.0
24632218,Half-Life 2,29.0
24632218,BioShock,26.0
24632218,Recettear An Item Shop's Tale,24.0
24632218,Call of Cthulhu Dark Corners of the Earth,24.0
24632218,Dead Rising 2 Off the Record,23.0
24632218,Crysis 2 Maximum Edition,22.0
24632218,FINAL FANTASY VII,20.0
24632218,Mark of the Ninja,19.5
24632218,"Papers, Please",19.4
24632218,Counter-Strike Global Offensive,19.0
24632218,Undertale,16.8
24632218,METAL GEAR RISING REVENGEANCE,16.1
24632218,Dungeon of the Endless,13.5
24632218,War of the Roses,13.4
24632218,Shadowrun Dragonfall - Director's Cut,13.3
24632218,Beyond Good & Evil,13.1
24632218,Octodad Dadliest Catch,12.6
24632218,The Wolf Among Us,12.2
24632218,Chroma Squad,11.8
24632218,Deus Ex Human Revolution - The Missing Link,11.6
24632218,Devil May Cry 4,11.2
24632218,Hotline Miami,10.6
24632218,Psychonauts,10.6
24632218,Tom Clancy's Ghost Recon Future Soldier,9.8
24632218,Portal 2,9.7
24632218,METAL GEAR SOLID V GROUND ZEROES,9.0
24632218,Tom Clancy's Splinter Cell Conviction,8.8
24632218,Don't Starve,8.5
24632218,Guns of Icarus Online,7.8
24632218,LUFTRAUSERS,7.7
24632218,This War of Mine,7.6
24632218,Far Cry 3 Blood Dragon,7.5
24632218,Half-Life 2 Episode One,7.0
24632218,Company of Heroes Opposing Fronts,6.8
24632218,resident evil 4 / biohazard 4,6.8
24632218,Ghost in the Shell Stand Alone Complex First Assault Online,6.7
24632218,Valiant Hearts The Great War / Soldats Inconnus  Mmoires de la Grande Guerre,6.5
24632218,Half-Life 2 Episode Two,6.1
24632218,Deadlight,5.6
24632218,Alien Swarm,5.5
24632218,Sonic CD,5.5
24632218,The Stanley Parable,5.5
24632218,PAYDAY 2,5.3
24632218,Grand Theft Auto IV,5.2
24632218,Hylics,5.0
24632218,Counter-Strike Source,4.8
24632218,Star Wars - Jedi Knight II Jedi Outcast,4.6
24632218,Jet Set Radio,4.5
24632218,Metro 2033,4.3
24632218,Risk of Rain,4.2
24632218,Killer is Dead,3.9
24632218,Portal,3.8
24632218,Half Minute Hero Super Mega Neo Climax Ultimate Boy,3.3
24632218,Homeworld Remastered Collection,3.3
24632218,Left 4 Dead,3.3
24632218,Zeno Clash,3.1
24632218,Transistor,2.8
24632218,"I Have No Mouth, and I Must Scream",2.7
24632218,Half-Life Opposing Force,2.7
24632218,Titan Quest,2.6
24632218,Retro City Rampage DX,2.5
24632218,LISA,2.3
24632218,Long Live The Queen,2.2
24632218,Year Walk,2.1
24632218,Darwinia,1.9
24632218,Gunpoint,1.8
24632218,Shadowrun Returns,1.8
24632218,Company of Heroes,1.8
24632218,Monaco,1.7
24632218,Home,1.7
24632218,Age of Empires II HD Edition,1.5
24632218,The Binding of Isaac,1.2
24632218,Operation Flashpoint Dragon Rising,1.2
24632218,Multiwinia,1.0
24632218,Batman Arkham Asylum GOTY Edition,1.0
24632218,Super Time Force Ultra,1.0
24632218,Oddworld Stranger's Wrath HD,0.9
24632218,Deus Ex The Fall,0.9
24632218,Mirror's Edge,0.9
24632218,FEZ,0.9
24632218,Age of Mythology Extended Edition,0.8
24632218,DEFCON,0.7
24632218,Mighty Gunvolt,0.6
24632218,Darksiders,0.5
24632218,Star Wars Jedi Knight Jedi Academy,0.5
24632218,Thief Deadly Shadows,0.4
24632218,Portal 2 - The Final Hours,0.3
24632218,Thief Gold,0.3
24632218,Deus Ex Revision,0.2
24632218,Deus Ex Invisible War,0.2
24632218,Lethal League,0.2
24632218,Super Meat Boy,0.2
24721232,Counter-Strike Source,1941.0
24721232,Natural Selection 2,1443.0
24721232,Dota 2,912.0
24721232,Team Fortress 2,735.0
24721232,Counter-Strike Global Offensive,710.0
24721232,Borderlands 2,170.0
24721232,The Binding of Isaac Rebirth,137.0
24721232,The Binding of Isaac,107.0
24721232,Borderlands,78.0
24721232,Ultra Street Fighter IV,77.0
24721232,Fallout 4,74.0
24721232,"Warhammer 40,000 Dawn of War II",71.0
24721232,Rust,63.0
24721232,The Witcher Enhanced Edition,39.0
24721232,Fallout 2,35.0
24721232,The Witcher 2 Assassins of Kings Enhanced Edition,28.0
24721232,Deus Ex Game of the Year Edition,20.0
24721232,Psychonauts,16.4
24721232,Orcs Must Die! 2,15.9
24721232,Dust An Elysian Tail,15.3
24721232,XCOM Enemy Unknown,15.3
24721232,Left 4 Dead,13.0
24721232,Fairy Bloom Freesia,11.2
24721232,Half-Life 2,11.1
24721232,The Elder Scrolls III Morrowind,9.6
24721232,Arma 2 Operation Arrowhead,8.8
24721232,Portal,8.3
24721232,A.R.E.S.,8.2
24721232,Cave Story+,7.5
24721232,The Legend of Korra,7.3
24721232,Jet Set Radio,7.2
24721232,Spec Ops The Line,7.1
24721232,Costume Quest,6.9
24721232,Day of Defeat Source,5.2
24721232,Half-Life 2 Episode Two,4.7
24721232,METAL GEAR SOLID V GROUND ZEROES,4.6
24721232,Left 4 Dead 2,4.4
24721232,Sanctum,4.3
24721232,Half-Life Opposing Force,3.9
24721232,VVVVVV,3.6
24721232,Jamestown,3.4
24721232,Galcon Legends,3.4
24721232,Fallout 3 - Game of the Year Edition,3.2
24721232,Half-Life Blue Shift,3.0
24721232,Star Wars Knights of the Old Republic,2.9
24721232,Half-Life 2 Episode One,2.7
24721232,Blocks That Matter,2.7
24721232,Dead Island,2.2
24721232,A Bird Story,2.0
24721232,Castle Crashers,1.9
24721232,Sonic Adventure 2 ,1.8
24721232,Indie Game The Movie,1.7
24721232,Giana Sisters Twisted Dreams,1.5
24721232,Runespell Overture,1.3
24721232,PAYDAY The Heist,1.0
24721232,Arma 2 DayZ Mod,0.8
24721232,Proteus,0.8
24721232,Dungeons of Dredmor,0.8
24721232,Legend of Grimrock,0.8
24721232,Fortix,0.7
24721232,And Yet It Moves,0.6
24721232,Guacamelee! Gold Edition,0.5
24721232,Bastion,0.5
24721232,Torchlight II,0.5
24721232,Sine Mora,0.5
24721232,Just Cause 2,0.4
24721232,Dear Esther,0.4
24721232,Super Meat Boy,0.4
24721232,RPG Maker VX Ace,0.4
24721232,Sonic Adventure DX,0.3
24721232,LIMBO,0.3
24721232,BIT.TRIP RUNNER,0.3
24721232,Audiosurf,0.3
24721232,SEGA Bass Fishing,0.3
24721232,Star Wars - Battlefront II,0.3
24721232,Aquaria,0.3
24721232,DEFCON,0.3
24721232,Shank,0.3
24721232,"Time Gentlemen, Please!",0.2
24721232,Lone Survivor The Director's Cut,0.2
24721232,Ghostbusters The Video Game,0.2
24721232,Uplink,0.2
24721232,NightSky,0.2
24721232,Crayon Physics Deluxe,0.2
24721232,Gratuitous Space Battles,0.1
24721232,Fate of the World,0.1
24721232,Scoregasm,0.1
24721232,Worms Revolution,0.1
24721232,Really Big Sky,0.1
24841093,Football Manager 2014,43.0
24841093,Killing Floor,38.0
24841093,Counter-Strike Source,25.0
24841093,Zombie Panic Source,7.2
24841093,Medieval II Total War,7.2
24841093,Left 4 Dead,6.2
24841093,Team Fortress 2,3.8
24841093,Synergy,2.2
24841093,Unturned,1.4
24841093,Mount & Blade Warband,0.9
24841093,Path of Exile,0.3
24841093,Heroes & Generals,0.2
24841093,Medieval II Total War Kingdoms,0.2
24919113,Counter-Strike,2316.0
24919113,Counter-Strike Global Offensive,1262.0
24919113,Infestation Survivor Stories,672.0
24919113,Dota 2,49.0
24919113,H1Z1,25.0
24919113,Ori and the Blind Forest,15.1
24919113,Age of Mythology Extended Edition,11.7
24919113,Counter-Strike Source,10.6
24919113,Path of Exile,6.9
24919113,Counter-Strike Condition Zero,3.2
24919113,The Witcher Enhanced Edition,1.5
24919113,Middle-earth Shadow of Mordor,0.6
24919113,The Witcher 3 Wild Hunt,0.5
24919113,The Witcher 2 Assassins of Kings Enhanced Edition,0.5
24919113,Super Meat Boy,0.4
24919113,Metro Last Light Redux,0.3
24919113,Rise of Nations Extended Edition,0.2
24919113,Portal,0.2
24919113,C9,0.1
25096601,Dota 2,128.0
25096601,Sid Meier's Civilization V,93.0
25096601,The Elder Scrolls V Skyrim,82.0
25096601,The Binding of Isaac Rebirth,31.0
25096601,Fallout New Vegas,16.1
25096601,Recettear An Item Shop's Tale,14.4
25096601,Hotline Miami,14.1
25096601,Sid Meier's Civilization Beyond Earth,13.2
25096601,Counter-Strike Global Offensive,12.2
25096601,Metro Last Light Redux,11.8
25096601,The Forest,11.1
25096601,Rust,11.1
25096601,Metro 2033 Redux,9.3
25096601,BioShock Infinite,6.7
25096601,"Papers, Please",6.1
25096601,Half-Life 2,5.9
25096601,Counter-Strike Source,4.2
25096601,Portal 2,3.6
25096601,Tom Clancy's Splinter Cell Blacklist,3.0
25096601,Oddworld Abe's Exoddus,2.6
25096601,Far Cry 3,2.1
25096601,Team Fortress 2,2.1
25096601,Fallout 4,1.6
25096601,Surgeon Simulator,1.4
25096601,Dust An Elysian Tail,1.2
25096601,Nosgoth,1.1
25096601,The Ship,1.0
25096601,"Warhammer 40,000 Dawn of War II",1.0
25096601,Crusader Kings II,0.9
25096601,Max Payne 3,0.9
25096601,The Witcher 2 Assassins of Kings Enhanced Edition,0.7
25096601,FreeStyle2 Street Basketball,0.6
25096601,Dirty Bomb,0.6
25096601,Chivalry Medieval Warfare,0.6
