The Witcher 3 Wild Hunt	"The Witcher 3: Wild Hunt[a] is a 2015 action role-playing game developed and published by CD Projekt. Based on The Witcher series of fantasy novels by Polish author Andrzej Sapkowski, it is the sequel to the 2011 game The Witcher 2: Assassins of Kings. Played in an open world with a third-person perspective, players control protagonist Geralt of Rivia, a monster hunter known as a witcher, who is looking for his missing adopted daughter on the run from the Wild Hunt: an otherworldly force determined to capture and use her powers. Players battle the game's many dangers with weapons and magic, interact with non-player characters, and complete main-story and side quests to acquire experience points and gold, which are used to increase Geralt's abilities and purchase equipment. Its central story has several endings, determined by the player's choices at certain points in the game."
Borderlands	"Borderlands is a 2009 open world action role-playing first-person shooter video game. It is the first game in the Borderlands series, developed by Gearbox Software, and published by 2K Games for PlayStation 3, Xbox 360, Microsoft Windows, Mac OS X and Shield Android TV.[7][8] The game was released worldwide in October 2009,[4] with the Mac OS X version being released on December 3, 2010 by Feral Interactive.[9] The game's story focuses on a group of four ""Vault Hunters"", who travel to the distant planet Pandora to hunt down an alien vault, rumoured to contain advanced alien technology, finding themselves battle the local fauna and bandit population, but ultimately attempting to stop the head of a private corporation army reaching the vault first.The game features the ability to explore the in-game world, and complete both main missions and optional side quests, either in single-player or online cooperative gameplay, with the latter providing additional options for duels and competitive PVP matches in designated areas. Gameplay features include access to various weapons and shields that vary in type and statistics, weapons with special elemental functions, each playable character having distinctive class types and unique abilities for combat, up-gradable skills, and the use of two-person vehicles. The game itself is rendered in cartoon-style, cel-shaded graphics, to provide greater detail on weapons and environments, and was inspired by various action role-playing games of the time, such as Ultima and Diablo."
Half-Life 2	"Half-Life 2 (stylized as H?LF-LIFE2) is a first-person shooter video game developed and published by Valve Corporation. It is the sequel to 1998's Half-Life, and was released in November 2004 following a five-year $40 million development. During development, a substantial part of the project was leaked and distributed on the Internet. The game was developed alongside Valve's Steam software and the Source engine. Taking place some years after the events of Half-Life, protagonist Gordon Freeman is awakened by the enigmatic G-Man to find the world has been taken over by the alien Combine. Joined by allies including resistance fighter Alyx Vance, Gordon searches for a way to free humanity using a variety of weapons, including the object-manipulating Gravity Gun."
Dark Souls Prepare to Die Edition	"Dark Souls[b] is an action role-playing game developed by FromSoftware and published by Namco Bandai Games. A spiritual successor to FromSoftware's Demon's Souls, the game is the second installment in the Soulsseries. It was released for the PlayStation 3 and Xbox 360 in Japan by FromSoftware in September 2011 and worldwide by Namco Bandai Games in the following month. Dark Souls takes place in the fictional kingdom of Lordran, where players assume the role of a cursed undead character who begins a pilgrimage to discover the fate of their kind. Dark Souls is a third-person action role-playing game. The core mechanic of the game is exploration. Players are encouraged by the game to proceed with caution, learn from past mistakes, or find alternate areas to explore. Dark Souls takes place in a large and continuous open world environment, connected through a central hub area (Firelink Shrine). Players are able to travel to and from areas and explore various paths at will, although certain prerequisites have to be met in order to unlock certain areas"
DC Universe Online	"The player creates a new, original character that interacts with the iconic heroes and villains of DC Comics. Players choose their character's faction (Hero or Villain), gender (male or female), body type (both height and muscularity), personality (comical, flirty, powerful, primal, serious), movement mode (flight, acrobatics, speed or skimming), weapon, and power (fire, ice, gadgets, mental, nature, sorcery, earth, light, electricity, rage, quantum, celestial, munitions, atomic, and water). Numerous hair, skin, and costume types are available, and up to 4 colors can be applied to the color scheme palette. Pre-built templates, inspired by some key DC characters, are available to expedite the character creation process. When the player's character is named, they are thrown into the world of DC Universe Online with the first experience having to fight their way out of a spaceship. The tutorial teaches basic movement and abilities, counter mechanics, and using power and skill points. Eventually the player's character is made an official member of the Justice League or The Society whether hero or villain, where they continue on their missions to increase their level and skill in various content. Daybreak Game Company is working to make DC Universe Online more interactive than standard MMO games, while trying to keep their key elements which include a leveling system, raid instances, endgame progression and inventories. The world is mainly a shared, public space. The public space features dynamically-generated content designed for both hero and villain player characters to progress and fight alongside and against a multitude of iconic DC Comics characters, moving forward with stories, many of which are brought forth from the pages of DC comics)"
METAL GEAR SOLID V THE PHANTOM PAIN	"Metal Gear Solid V: The Phantom Pain[b] is an action-adventure stealth game developed by Kojima Productions and published by Konami. It was released worldwide for Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360 and Xbox One on September 1, 2015. It is the ninth installment in the series that was directed, written and designed by Hideo Kojima following Metal Gear Solid V: Ground Zeroes, a stand-alone prologue released the previous year, as well as his final work at Konami. Set in 1984, nine years after the events of Ground Zeroes and a decade before the events of the original Metal Gear, the story follows mercenary leader Punished ""Venom"" Snake as he ventures into Soviet-occupied Afghanistan and the Angola–Zaire border region to exact revenge on the people who destroyed his forces and came close to killing him during the climax of Ground Zeroes. It carries over the tagline of Tactical Espionage Operations first used in Metal Gear Solid: Peace Walker."
Stronghold Kingdoms	Stronghold Kingdoms is a Massively multiplayer online real-time strategy game video game with a Medieval castle building theme. It was developed by Firefly Studios and based upon their commercially successful and popular Stronghold series of games. Firefly Studios started development of Stronghold Kingdoms in 2007 as their first entry into the MMO[2] genre. The first Alpha test began in 2009 and was open to 150 players
Space Engineers	"Gameplay of Space Engineers begins with the player selecting or joining a world with specific settings, such as the number of asteroids and the available starting equipment. When creating or editing a world, several advanced options are available to change how the player will interact with the world, and how the worlds will appear. This includes changing the speed with which several tools and machines will work, the size of the player's inventory, and whether procedural generation will be used (effectively making the world infinite). Upon confirming the world settings, a loading screen appears while the world is generated. This screen consists of a random in-game screenshot as a backdrop, the game’s logo, an animated loading icon, and a randomly selected message at the center. The message may be either a helpful gameplay hint, or one of many quotations concerning space, science, and/or engineering. Many of these quotes are from notable scientists such as Isaac Newton, Galileo Galilei, Albert Einstein, as well as authors such as Arthur C. Clarke. Once in-game, the player is given control of a single astronaut (referred to as a ""Space Engineer"") and a set of tools comprising a drill, a welder, and a grinder(if spawn with tools is on). Construction begins by choosing any block from the Engineer’s inventory, and placing it anywhere in open space to create a new voxel grid. Additional blocks can then be added to this grid to create a structure."
Half-Life 2 Deathmatch	"Half-Life 2: Deathmatch is a multiplayer first-person shooter video game developed by Valve Corporation. Released on Steam on November 30, 2004, it uses many of the assets from Half-Life 2 and its Source engine. It features new levels, optimized for multiplayer arena play, and a few new weapons. Also included are portions of the game's source code, which were the basis for many early Source-based multiplayer modifications. The game is the successor to the popular multiplayer component of the original Half-Life, but is offered as a separate product from Half-Life 2. Deathmatch, like Half-Life's multiplayer, does not develop any part of the plot or story of the Half-Life series"
Sid Meier's Civilization IV Beyond the Sword	"Sid Meier's Civilization IV: Beyond the Sword is the second expansion pack of the turn-based strategy video game Civilization IV.[3] The expansion focuses on adding content to the in-game time periods following the invention of gunpowder, and includes more general content such as 11 new scenarios, 10 new civilizations, and 16 new leaders"
Baldur's Gate II Enhanced Edition	"Baldur's Gate II: Shadows of Amn is a fantasy role-playing video game developed by BioWare and published by Interplay Entertainment. It is the sequel to Baldur's Gate (1998) and was released for Microsoft Windows in September 2000. Like Baldur's Gate, the game is set in the Forgotten Realms, a fantasy campaign setting, and is based on the Advanced Dungeons & Dragons 2nd edition rules. The game, which is powered by BioWare's Infinity Engine, uses an isometric perspective and pausable real-time gameplay. The player controls a party of up to six characters, one of whom is the player-created protagonist, while the others are certain characters recruited from the game world. Set in the fictional Forgotten Realms campaign setting, Baldur's Gate II takes place south of the events of Baldur's Gate, being set in the country of Amn, mainly in and around Athkatla, the City of Coin. The game opens shortly after the events of Baldur's Gate and continues the story of the protagonist, Gorion's Ward, whose unique heritage has now gained them the attention of Jon Irenicus, a powerful mage. The storyline revolves around the machinations of Irenicus and the protagonist's encounters with him. The game's development began in January 1999. BioWare set out to improve upon the first Baldur's Gate in every way possible. From a list of constructive criticism (compiled from the suggestions of fans, reviews, and internal suggestions) a list of features to be added to the game was distilled: some of these were 800 x 600 resolution, 3D support, and character kits. In Baldur's Gate, the game's engine and content were being developed at the same time; whereas in Baldur's Gate II, the engine was running from the start."
Might & Magic Heroes VI	"Might & Magic Heroes VI is a turn-based strategy video game for Microsoft Windows developed by Black Hole Entertainment and published by Ubisoft. Some patches and downloadable content were developed by Limbic Entertainment,[3][4] while the standalone expansion Shades of Darkness was developed by Virtuos.[5] It is the sixth installment in the Heroes of Might and Magic series, and was released on October 13, 2011, coinciding with the 25th anniversary of the Might and Magic franchise.[6] Heroes VI acts as a prequel to Heroes of Might and Magic V, occurring almost five centuries earlier, and is set in the fictional world of Ashan. The story follows the five heirs to the Griffin dynasty in their quests to repel a demon invasion and assist or impede Michael, a legendary Archangel general plotting to revive an ancient war. As in previous Heroes of Might and Magic titles, the player can choose between single-player or multiplayer modes of play, and controls a number of heroes and towns associated with various factions, commanding armies of creatures between tactical overland exploration and a turn-based combat system to satisfy each scenario's victory conditions. Heroes VI alters some of the series' long-standing conventions, overhauling its chance-based skills system as well as removing the old ""magic guild"" spell system and replacing both with a hero-based ""talents"" tree. The game also reduced the number of resources from seven to four in its economics model,[7][8] and introduced new mechanics, including a points-based reputation system, army-less hero travel, and increased area control by faction-affiliated towns"
Chivalry Medieval Warfare	"Chivalry has similar gameplay mechanics to Age of Chivalry, a Half-Life 2 mod created by the same developer, Torn Banner Studios.[1][2] Combat is primarily melee,[6] carried out from either a first person or third person perspective using medieval implements of war: swords, maces, longbows, and other weaponry of the time are used to hack, smash, and rain arrows down upon enemies.[2] The game also features ballistae, catapults, and boiling oil to use on enemies and their fortifications.[6] Online matches are affected through objective-based gameplay, such as breaching a castle gate with a battering ram or looting a foe's camp.[2] While the game does not have a single-player campaign, there are plans to create an offline mode in the future. In the game, the fictional nation of Agatha is in a civil war, with two factions – the Agatha Knights and the Mason Order – vying for control of the region.[7] Players pick their sides and choose from four character classes, each with a different set of skills and choice of weaponry"
7 Days to Die	"In 7 Days to Die, the player spawns into a randomly-generated world or the present world of Navezgane, Arizona, with the objective of surviving for as long as possible against the elements and the zombie hordes. As a survival game, the player character is in constant need of water and food for sustenance, as well as being vulnerable to injury and illness. The game is voxel-based (similar in some respects to Minecraft), allowing for simple building, and destruction of objects in a physics-simulated environment (for example, building a structure with no support such as pillars and walls can lead to its collapse).[1][2] Objects in the world degrade through use, so the player has to search for or make new tools as the game progresses. The player can also gather and create materials—from nature and the remnants of human civilization—to construct these necessary items.[3][4]"
Call of Duty Black Ops	"Call of Duty: Black Ops is a first-person shooter video game,[1] developed by Treyarch and published by Activision. It was released worldwide on November 9, 2010 for Microsoft Windows, the PlayStation 3, Xbox 360,[2]and Wii,[3] with a separate version for Nintendo DS developed by n-Space.[4][5] Aspyr later released the game for OS X on September 27, 2012.[6] It is the seventh title in the Call of Duty series and the third to be developed by Treyarch. It serves as the sequel to Call of Duty: World at War. Set in the 1960s during the Cold War, the game's campaign follows CIA operative Alex Mason as he attempts to recall certain memories in combat in order to locate a numbers station. This station is due to transmit broadcasts to sleeper agents who are bound to use chemical weapons across the United States. Mason and CIA operative Jason Hudson are the game's main playable characters, as well as Red Army soldier Viktor Reznovin only one mission. Locations featured in the game include Cuba, Russia, United States, Kazakhstan, Hong Kong, Laos, Vietnam, and the Arctic Circle. The multiplayer of Black Ops features multiple objective-based game modes that are playable on 14 different maps included with the game. Improvements to loadout options and killstreak rewards are made. A form of virtual currency, COD Points, allows players to purchase weapons and customization options for their in-game character, as well as attachments and customization options for their weapon"
BioShock Infinite	"The game is set in the year 1912 and follows its protagonist, former Pinkerton agent Booker DeWitt, who is sent to the airborne city of Columbia to find a young woman, Elizabeth, who has been held captive there for most of her life. Though Booker rescues Elizabeth, the two become involved with the city's warring factions: the nativist and elite Founders that rule Columbia and strive to keep its privileges for White Americans, and the Vox Populi, underground rebels representing the underclass of the city. During this conflict, Booker learns that Elizabeth possesses strange powers to manipulate ""Tears"" in the space-time continuum that ravage Columbia, and soon discovers her to be central to the city's dark secrets. the player controls Booker Dewitt throughout the game, eventually working with the AI-controlled Elizabeth. Like previous BioShock games, the player uses a combination of weapons, clothing called Gear that offer unique attributes, and psychokinetic powers granted through Vigors. Elizabeth's powers can also be used to help fight hostile forces. In contrast to the limited spaces of the underwater city of Rapture, the openness of Columbia provides for more dynamic combat, including combat that takes place aboard the city's Sky-Line rollercoaster-like rail system. Downloadable content for the game includes a story-based mission, Burial at Sea, that links Infinite's story to that of the original BioShock game"
Heroes & Generals	"The player starts with a soldier from each faction (United States, Soviet Union, Germany) and can buy additional soldiers with in-game credits. These soldiers are equipped with a default rifle and can play the Encounter game mode immediately. When entering a battle, the player is presented with an interactive map, showing terrain and which team controls which control points. In the Skirmish and Encounter game modes, the player must click on the spawn point of their team (or called faction) and can choose whether to spawn on foot or in a vehicle. In the Assault game mode, the same rules apply, except players can also spawn on control points captured by their team. Teams will always consist of soldiers from the same nation, unlike some World War II games that have teams of mixed nationalities. The game includes World War II era tanks, planes, and land vehicles. Infantry units are also a vital game play aspect. Tactical decisions made by officers in grand campaigns affect in-game support, reinforcements, and logistics. Players will encounter a variety of terrain, from fields and countryside to large cities.[3] The game features three game modes for the FPS-part of the game: Assault, Skirmish and Encounter"
Dungeon Defenders	"Dungeon Defenders is a mix of tower defense, role-playing, and action-adventure where one to four players work together to protect one or more Eternia Crystals from being destroyed by waves of enemies which include goblins, orcs, kobolds, ogres, and wyverns. The game features a number of levels, consisting of around five total waves, through its campaign mode, or other levels as part of challenges; some of these levels may feature a final wave that includes a boss battle against a unique foe. The player characters defend crystals by either magically creating, maintaining, and upgrading towers or other defensive elements that damage or divert the enemy monsters, or by using melee and ranged attacks to defeat enemies directly. On easier difficulties, players have an indefinite amount of time prior to a wave to study the level's map to see where monsters will come from and the type or number of monsters, to place traps and defenses, and to manage the characters' equipment. Traps and defenses are limited by the available mana that the character has - more mana can be obtained by defeating monsters or opening chests that appear between waves - as well as a total ""defense value"" for the level, limiting the number of traps that can be placed. The characters can be damaged by enemy attacks, and can be killed in battle but will respawn after a few seconds, unless hardcore mode is selected. If an Eternia Crystal has taken too much damage, it will be destroyed and the players will lose that level. Successfully defending a wave will earn the characters experience points based on the difficulty plus additional bonuses, namely preventing any damage to the crystals, preventing damage to your character, and only using weapons to kill monsters; successfully completing all waves of a level will earn the players a large banked mana boost. Monsters will also drop items that can be sold for additional banked mana."
Call of Duty Ghosts - Multiplayer	"The multiplayer in Call of Duty: Ghosts features changes from that of previous Call of Duty games as some new mechanics have been added to it. Maps now have areas that can be altered or destroyed. There is a nuke-like kill streak reward, the KEM Strike. You can get the ODIN kill streak by either getting a certain amount of kills or you can get it by killing the top player on the other team and then completing various challenges after picking up a blue briefcase that is dropped. The sniper rifle scopes also have new ""dual render technology"" allowing the player to see around the outside of the scope (although blurred) when zoomed in. On October 3, a new multiplayer type was revealed, called Squads. This features a squad that you build and you can face other squads around the world. Your squad can be leveled up and will act like a true individual. ""Octane"", ""Prison Break"", ""Tremor"", ""Freight"", ""Stormfront"", ""Siege"", ""Warhawk"", ""Sovereign"", ""Overlord"", ""Flooded"", ""Strikezone"", ""Whiteout"", ""Stonehaven"" and ""Chasm"" are the maps that are in Call of Duty: Ghosts so far. The dynamic map, ""Free Fall"", was a pre-order bonus. The game now features playable female soldiers"
Don't Starve	"Don't Starve is an open world survival video game developed by the Canadian indie company Klei Entertainment. The game was initially released via Valve Corporation's Steam software for Microsoft Windows, OS X, and Linux on April 23, 2013.[1] A PlayStation 4 port, renamed Don't Starve: Giant Edition, became available the following year (with PlayStation Vita and PlayStation 3 versions released on September 2014 and June 2015 respectively, and an Xbox One version released in August 2015).[2][3] Don't Starve for iOS, renamed Don't Starve: Pocket Edition was released on July 9, 2015.[4] Android version was released on October 20, 2016. Downloadable content titled Reign of Giants was released on April 30, 2014, and a multiplayer expansion called Don't Starve Together became free for existing users on June 3, 2015.[5] A Nintendo Switch port came out on April 12, 2018.The game follows a scientist named Wilson who finds himself in a dark, dreary world and must survive as long as possible. To this end, the player must keep Wilson healthy, fed, and mentally stable as he avoids a variety of surreal and supernatural enemies that will try to kill and devour him. The game's Adventure mode adds depth to the sparse plot and pits Wilson against the game's antagonist, Maxwell"
Deus Ex Human Revolution	"Deus Ex: Human Revolution is an action role-playing video game developed by Eidos Montréal and published worldwide by Square Enix in August 2011 for Microsoft Windows, PlayStation 3 and Xbox 360: a version for OS X released the following year. It is the third game in the Deus Ex series, and a prequel to the original Deus Ex. The gameplay—combining first-person shooter, stealth and role-playing elements—features exploration and combat in environments connected to multiple city-based hubs, in addition to quests that grant experience and allow customization of the main character's abilities with items called Praxis Kits. Conversations between characters feature a variety of responses, with options in conversations and at crucial story points affecting how some events play out. Set in the year 2027, Human Revolution focuses on ex-SWAT officer Adam Jensen, who is employed as security officer for Sarif Industries, a company on the leading edge of advanced and controversial artificial organsdubbed ""augmentations"". An attack on Sarif Industries that apparently kills researcher and Adam's ex-girlfriend Megan Reed also leaves Adam critically injured. To save him, company CEO David Sarif subjects him to an extensive augmentation procedure: six months later, now recovered and possessing advanced augmentations, Adam sets out to pursue his attackers and the shadowy organization behind them. The story explores themes of transhumanism, the growing power of megacorporations, and their impact on social class. It also uses the series' recurring cyberpunk setting and conspiracy theory motif."
Neverwinter	"Players can become one of eight Dungeons & Dragons character classes and form groups of up to five player characters (PCs). Neverwinter is based on a modified version of the Dungeons & Dragons 4th edition rules set. This includes the use of healing powers and action points, the latter of which is implemented through a system referred to as dailies, allowing a player to perform a special ability by accumulating enough action points through combat. A player-created content system codenamed ""Foundry"" allows players to create their own stories and quests."
Just Cause 2	"Just Cause 2 is a 2010 open world action-adventure video game developed by Avalanche Studios, published by Eidos Interactive and distributed by Square Enix for Microsoft Windows, PlayStation 3 and Xbox 360. The sequel to 2006's Just Cause, it was powered by Avalanche Studios' Avalanche Engine. It features Rico Rodriguez, a major operative of the fictional Agency who arrives at Panau (a fictional dystopian island nation in Maritime Southeast Asia) to overthrow dictator Pandak ""Baby"" Panay and confront former mentor Tom Sheldon. The gameplay involves Rico fighting hostile militants with guns and a grappling hook, enabling players to tether objects to each other and slingshot into the air with a parachute. Just Cause 2 introduces the Chaos System, in which players must complete missions and destroy government property on Panau for Chaos points. These points are essential for story progression."
"Warhammer 40,000 Dawn of War II"	"Playable armies at the initial release of the game include the Space Marines, Orks, Eldar, and Tyranids.[4] The Chaos Space Marines and the Imperial Guard were later added to the game through its two expansion packs. The gameplay of Dawn of War II is markedly different from that of Dawn of War and its expansions. Building bases is completely removed. Jonny Ebbert, the game's lead designer, describes the feel of the game by saying that it ""takes everything that was great about the original and combines it with the best that Company of Heroes had to offer.""[5] There is a heavier focus on cover, which gives more substantial defensive bonuses. Accordingly, there is also new emphasis on methods of dealing with units in cover. Some weapons, such as grenades and other explosives, can destroy cover, while others, such as flamers, ignore cover bonuses completely. Other differences between Dawn of War II and its predecessors include improved unit AI (squads under fire seek cover, for example), more realistically sized vehicles, and an improved physics engine, though the AI is easy to manipulate, by means such as placing suppression squads which the AI will instantly know have been placed and avoid, thus allowing to funnel the army to the player needs. This game also includes a fall back command which the AI will use somewhat liberally, making the squad or command unit fall back at a higher speed and become resistant to range damage while being more vulnerable to melee"
Star Trek Online	"In Star Trek Online, each player acts as the captain of their own ship.[9] Players are able to play as a starship, controlling the ship's engineering, tactical, and science systems by keyboard/mouse or using an on-screen console. Players can also ""beam down"" and move around as a player character in various settings with access to weapons and specific support and combat skills relating to their own characters' classes.[10] The two combat systems are intertwined throughout the game: away-team missions feature fast-paced ""run-and-gun"" combat, while space combat stresses the long-term tactical aspect of combat between capital ships. Both are offered in concert with the Star Trek storyline and emphasize ship positioning to efficiently utilize shields during space combat, as well as the player's away team's positioning in consideration of flanking damage and finding various weaknesses to exploit during ground combat."
Marvel Heroes 2015	"The gameplay was an ARPG (action role playing game). Marvel Heroes was free-to-play with micro-transactions used to fund and support the game. Players could unlock most of the things that could be bought via real money with currencies earned in game. As characters gained levels, they gained a passive stat (statistic) increase for stats that helped that particular character and gain power points, allowing the player to further define the abilities of that character. Each character had three power trees in which they could spend points. Each of the trees generally focused on a certain mechanic or play style, such as the Assault (melee), Firepower (guns), and Demolition (explosives) trees for Punisher, or the Archery (ranged), Fighting (melee), and Trick Arrows (special ranged) trees for Hawkeye. As the character gained levels, the player had access to more skills to spend points on and was able to put more points into existing skills. Each skill had a level cap, so more points could not be put in a skill until a certain level was reached. Each skill had a maximum of 20 power points and a maximum of 50 points could be reached from gear bonuses."
The Witcher 2 Assassins of Kings Enhanced Edition	"The gameplay of The Witcher 2 is a marked departure from that of its predecessor. Combat, for instance, is much more complex, with additions in the form of abilities to lay traps and aim and throw ranged weapons. The protagonist, Geralt, has an improved offensive and defensive arsenal, with a wide range of melee and ranged weapons, armor, bombs, traps and secondary weapons such as hatchets and shovels. Upgrades are divided into four distinct paths: an initial training path, which includes generalized upgrades for various core abilities and must be invested in before the other paths can be accessed; swordsmanship, which improves Geralt's sword fighting abilities; alchemy, which includes perks such as reducing the negative effects of potions; and magic, which improves Witcher Signs. The Witcher 2 includes a stealth mode in certain parts of the game, where players must remain undetected as they make their way to a certain objective. Players have the option of stunning enemies if Geralt manages to get behind them, but the player may choose to take a less subtle approach and engage the guards in combat."
Tom Clancy's Ghost Recon Phantoms - EU	"Ghost Recon Phantoms has three classes: Assault, Recon, and Support. It has a team-based gameplay, so each of these classes synergizes with one another. The Assault is played as a suppressor that can charge its way in, the Recon can outflank enemies using a cloak device or snipe by using a scanning device, and the Support can manipulate the battlefield by generating an electronic shield or causing a temporary blackout. There are four match types: Private Match, Team Capture, Team Death match, Clan Match and three game modes: Conquest, Onslaught, and Holdout"
Tomb Raider	"Tomb Raider, also known as Lara Croft: Tomb Raider between 2001 and 2007, is a media franchise that originated with an action-adventure video game series created by British gaming company Core Design. Formerly owned by Eidos Interactive, then by Square Enix after their acquisition of Eidos in 2009, the franchise focuses on a fictional British archaeologist Lara Croft, who travels around the world searching for lost artefacts and infiltrating dangerous tombs and ruins. The gameplay generally focuses around action-adventure exploration of environments, solving puzzles, navigating hostile environments filled with traps, and fighting numerous enemies. Additional media has grown up around the theme in the form of film adaptations, comics and novels."
The Witcher Enhanced Edition	"The Witcher (Polish: Wied?min [?v?j????m??n]) is an action role-playing game developed by CD Projekt Red and published by Atari, based on the novel series of The Witcher by Polish author Andrzej Sapkowski.[4] The story takes place in a medieval fantasy world and follows Geralt of Rivia, one of a few traveling monster hunters who have supernatural powers, known as Witchers. The game's system of moral choices as part of the storyline was noted for its time-delayed consequences and lack of black-and-white morality. There are three camera styles available in The Witcher: two top-down perspectives, where the mouse is used to control most functions, and an over-the-shoulder view, which brings the player closer to the in-game combat, but limits visibility. In all three views the controls can be changed to be primarily mouse focused or a combined keyboard and mouse approach. The combat system in The Witcher represents a different gaming experience from most RPGs. Players can choose one of three fighting styles to use in different situations and against different foes. The fast style allows for faster, less-damaging attacks with a greater chance of hitting faster enemies; the strong style deals more damage in exchange for a slow attack speed, and a lower chance to hit faster enemies; and the group style features sweeping attacks best used if Geralt is surrounded.[6] The player can switch between the styles at any point. Both of Geralt's main swords also have distinctively different combat styles from other weaponry, and serve specific purposes. The steel blade is used to fight humans and other flesh-and-blood beings, while the silver sword is more effective against supernatural monsters and beasts (against some of which steel may have no effect whatsoever). With precise timing, the player can link Geralt's attacks into combos to more effectively damage enemies."
Medieval II Total War	"Medieval II: Total War is a turn-based strategy and real-time tactics video game, the sequel to 2002's Medieval: Total War and the fourth game in the Total War series by Creative Assembly. It was released on 10 November 2006 for Windows. On 14 January 2016, the game was released for macOS and Linux as Medieval II: Total War Collection which includes the Kingdoms expansion pack.[1] The game is set between the years 1080 and 1530. Like the original Medieval: Total War, it focuses on medieval warfare, religion and politics in Europe, North Africa and the Middle East.The campaign allows the player to play as a faction from the time period, and build a civilization, both economically and militarily in order to conquer other factions. Gameplay consists of controlling the faction's military, economic, and social systems in large campaign maps. During the player's turn, armies, fleets, and agents can be moved on the map. When an army engages another army, the player can choose to fight the battle personally in the battle mode, or automatically calculate the outcome."
Cities Skylines	"Cities: Skylines is a city-building game developed by Colossal Order and published by Paradox Interactive. The game is a single-player open-ended city-building simulation. Players engage in urban planning by controlling zoning, road placement, taxation, public services, and public transportation of an area. Players work to maintain various elements of the city, including its budget, health, employment, and pollution levels. Players are also able to maintain a city in a sandbox mode, which provides unrestricted creative freedom for the player."
Assassin's Creed IV Black Flag	"Assassin's Creed IV: Black Flag is an action-adventure video game developed by Ubisoft Montreal and published by Ubisoft. It is the sixth major installment in the Assassin's Creed series. Its historical time frame precedes that of Assassin's Creed III (2012), though its modern-day sequences succeed III's own. Black Flag was first released for PlayStation 3, Xbox 360, and Nintendo Wii U in October 2013 and a month later for PlayStation 4, Xbox One, and Microsoft Windows. The plot is set in a fictional history of real world events and follows the centuries-old struggle between the Assassins, who fight for peace with free will, and the Templars, who desire peace through control. The framing story is set in the 21st century and describes the player as an Abstergo agent. The main story is set in the 18th century Caribbean during the Golden Age of Piracy, and follows notorious Welsh pirate Edward Kenway, grandfather and father of Assassin's Creed III protagonist and antagonist Ratonhnhaké:ton and Haytham Kenway respectively, who stumbles upon the Assassin/Templar conflict. The attempted establishment of a Republic of Piratesutopia (free from either British or Spanish rule) is a significant plot element"
RIFT	"Rifts are areas of elemental instability that represent the intrusion of elemental planes into the land of Telara. Once opened, these rifts begin to spawn monsters that proceed to march towards important points on the map. It is up to players to defeat these monsters and to close the rifts. If rifts are left unchecked, the invading monsters will eventually conquer large portions of the map, inflicting casualties and significantly hampering the operations in that area. Entering the area around a rift triggers a prompt for the player to join a public group, rather than forcing the player to manually create a group. After sealing a rift, players are rewarded based on their contribution to the fight, such as healing, dealing damage, or buffing other players. The severity and locations of rifts are entirely dynamic. Rifts of six different types (earth, fire, air, water, life, and death[9]) are possible, and rifts of different types will oppose each other. In addition, Non-player characters hostile to the player may engage rift invaders. With the addition of Storm Legion, Hunt Rifts can be summoned by players creating a ""survival"" style of combat where players defend conduits from waves of invaders culminating in a boss battle. Hunt Rifts have varying degrees of difficulty and as the difficulty increases the player rewards also increase."
Call of Duty Advanced Warfare - Multiplayer	"Advanced Warfare, like the other Call of Duty titles, is presented in a first-person shooter perspective. The game features several significant changes; unlike other installments, Advanced Warfare does not use a traditional heads-up display (HUD); instead, all information is relayed to the player via holographic projections from the weapon equipped.[6] The general gunplay remains unchanged, apart from new mechanics, such as 'Exo' movements. These Exo movements are performed from the Exoskeleton, which can boost, dash, and sky jump.[7] The game is the first in the Call of Duty series that allows the player to choose differing types of conventional weaponry; for example, the game features regular conventional firearms, but the player can choose to use laser or directed energy weaponry, both of which have differing attributes.[8] In addition to Exo movements, the game features different Exo abilities, such as Exo Cloak, which allows players to turn transparent for stealth for a period of time.[9]"
Baldur's Gate Enhanced Edition	"Much like the original game, Baldur's Gate: Enhanced Edition follows the rules of the 2nd Edition Advanced Dungeons & Dragons, licensed by Wizards of the Coast.[3][4] and features both single player and multiplayer modes, while much of the gameplay, such as moving between locations, the ""paper doll"" equipment system, and inventory management, remains the same as the original game. With the Enhanced Edition comes a number of new features, as Beamdog stated that the Overhaul team had added several hundred improvements to the original game.[5][6] New features created for the remake (as of Version 2.3.6), include cross-platform functionality for the multiplayer mode, allowing players on different platforms to be able to play with each other,[7][8][9] the addition of a new stand-alone arena adventure entitled The Black Pits, in which players form a party of six adventurers and battle against increasingly difficult opponents, the addition of four new characters, each having their own dialogue and some having their own associated adventures, with bonus quest enemies that have been added to the game described as posing a ""more vigorous challenge"", four new class kits - the Dwarven Defender, Shadowdancer, Dragon Disciple, Dark Moon Monk and Sun Soul Monk kits -[10] a few new locations added to the game, an achievement system (for Steam versions of the game only), and two new difficulty modes - Story Mode, and Legacy of Bhaal. Story Mode is an enhanced version of Easy difficulty, in which all characters in the party cannot die, have a strength stat of 25 (regardless of the actual value) and are immune to most negative effects, while all enemies can be damaged and killed easily. Legacy of Bhaal, in contrast, is an enhanced version of Insane difficulty, with enemies having even more hit points, saving throws, THACO and attacks per round, while the difficulty cannot be changed once implemented by the player."
